date,player,market,line,pick,projection,actual,margin,result,flags,p_model,p_market,decimal_odds,stake_pct,realized_profit
2026-04-29,LeBron James,AST,8.5,OVER,10.435999999999998,7.0,-1.5,MISS,DvP+1.18,0.687,,,,
2026-04-29,Daniss Jenkins,REB+AST,2.5,OVER,10.156,2.0,-0.5,MISS,⚠SUSP-306% LOW-PO 1-BOOK DvP+1.18 BLW-2m ★STRONG,0.686,,,,
2026-04-29,Reed Sheppard,3PM,3.5,OVER,4.1160000000000005,2.0,-1.5,MISS,,0.684,,,,
2026-04-29,Jalen Suggs,3PM,2.5,OVER,3.028,2.0,-0.5,MISS,DvP+1.18,0.676,,,,
2026-04-29,Jarrett Allen,AST,1.5,UNDER,0.796,1.0,0.5,HIT,⚠SUSP-47% LOW-LINE 1-BOOK,0.675,,,,
2026-04-29,Rui Hachimura,PTS+AST,13.5,OVER,16.316,12.0,-1.5,MISS,,0.67,,,,
2026-04-29,Javonte Green,PRA,9.5,OVER,12.844000000000001,8.0,-1.5,MISS,DvP+1.16 ROT-RISK TREND↑ ★STRONG,0.668,,,,
2026-04-29,Collin Murray-Boyles,PTS+REB,18.5,OVER,22.195999999999998,13.0,-5.5,MISS,,0.668,,,,
2026-04-29,Amen Thompson,PTS+AST,24.5,OVER,27.404000000000003,19.0,-5.5,MISS,,0.667,,,,
2026-04-29,Dean Wade,REB,3.5,OVER,4.556,3.0,-0.5,MISS,,0.663,,,,
2026-04-29,Donovan Mitchell,3PM,2.5,OVER,2.94,3.0,0.5,HIT,DvP+1.18,0.653,,,,
2026-04-29,Sam Merrill,REB,1.5,OVER,1.764,1.0,-0.5,MISS,⚠BENCH LOW-LINE,0.639,,,,
2026-04-29,Jaxson Hayes,REB,3.5,OVER,4.204,1.0,-2.5,MISS,★STRONG,0.627,,,,
2026-04-29,Evan Mobley,PTS+AST,19.5,OVER,21.524,24.0,4.5,HIT,,0.614,,,,
2026-04-29,Caris LeVert,REB,1.5,OVER,2.028,3.0,1.5,HIT,LOW-PO LOW-LINE DvP+1.18 ROT-RISK ★STRONG,0.602,,,,
2026-04-29,Ausar Thompson,PTS+AST,13.5,UNDER,11.475999999999999,12.0,1.5,HIT,DvP-0.85 BLW-2m,0.596,,,,
2026-04-29,Max Strus,REB,4.5,OVER,5.028,4.0,-0.5,MISS,,0.593,,,,
2026-04-29,Jaylon Tyson,PTS+REB,9.5,OVER,15.924000000000001,9.0,-0.5,MISS,⚠SUSP-68% LOW-PO ★STRONG,0.589,,,,
2026-04-29,Jaylon Tyson,REB,2.5,OVER,4.436,1.0,-1.5,MISS,⚠SUSP-77% LOW-PO TREND↑,0.572,,,,
2026-04-29,Dorian Finney-Smith,REB,1.5,OVER,1.94,3.0,1.5,HIT,⚠BENCH LOW-PO LOW-LINE ★STRONG,0.56,,,,
2026-04-29,Paolo Banchero,AST,4.5,OVER,6.436,7.0,2.5,HIT,⚠SUSP-43% DvP+1.18,0.559,,,,
2026-04-29,Jaxson Hayes,PTS+REB,8.5,OVER,14.308,1.0,-7.5,MISS,⚠SUSP-68% LO-USG ★STRONG,0.557,,,,
2026-04-29,Marcus Smart,AST,4.5,OVER,6.787999999999999,2.0,-2.5,MISS,⚠SUSP-51% DvP+1.18,0.555,,,,
2026-04-29,Goga Bitadze,REB,3.5,OVER,5.612,1.0,-2.5,MISS,⚠SUSP-60% LOW-PO ROT-RISK TREND↑ ★STRONG,0.549,,,,
2026-04-29,Aaron Holiday,PRA,5.5,OVER,6.996,5.0,-0.5,MISS,⚠BENCH LOW-PO 1-BOOK ROT-RISK TREND↑ ★STRONG,0.535,,,,
2026-04-29,Sandro Mamukelashvili,PRA,11.5,OVER,18.011999999999997,13.0,1.5,HIT,⚠SUSP-57% ROAD-B2B 1-BOOK ROT-RISK ★STRONG,0.531,,,,
2026-04-29,Tristan da Silva,REB+AST,3.5,OVER,6.14,3.0,-0.5,MISS,⚠SUSP-75% LOW-PO 1-BOOK DvP+1.18,0.519,,,,
2026-04-29,Desmond Bane,REB,3.5,OVER,4.9079999999999995,5.0,1.5,HIT,⚠SUSP-40%,0.518,,,,
2026-04-29,Austin Reaves,REB,2.5,OVER,4.172000000000001,4.0,1.5,HIT,⚠SUSP-67% NO-PO ⚠PO-ROLE DvP-0.85 ★STRONG,0.516,,,,
2026-04-29,Ja'Kobe Walter,REB+AST,3.5,OVER,4.468,5.0,1.5,HIT,1-BOOK DvP-0.85,0.512,,,,
2026-04-29,Keon Ellis,PRA,2.5,OVER,10.332,,,MISS,⚠SUSP-313% NO-PO ⚠PO-ROLE 1-BOOK LO-USG ★STRONG,0.503,,,,
2026-04-29,Javonte Green,PTS+REB,8.5,OVER,12.196,7.0,-1.5,MISS,⚠SUSP-44% DvP+1.15 ROT-RISK TREND↑ ★STRONG,0.5,,,,
2026-04-29,Wendell Carter Jr,AST,1.5,OVER,2.116,4.0,2.5,HIT,⚠SUSP-41% LOW-LINE,0.5,,,,
2026-04-29,Jamison Battle,PRA,3.5,OVER,9.395999999999999,13.0,9.5,HIT,⚠SUSP-168% ⚠BENCH NO-PO ⚠PO-ROLE 1-BOOK ROT-RISK ★STRONG,0.5,,,,
2026-04-29,Dennis Schroder,PRA,7.5,OVER,10.315999999999999,21.0,13.5,HIT,⚠BENCH NO-PO ⚠PO-ROLE 1-BOOK ROT-RISK TREND↑ ★STRONG,0.5,,,,
2026-04-29,Collin Murray-Boyles,AST,1.5,OVER,2.2920000000000003,2.0,0.5,HIT,⚠SUSP-53% LOW-LINE 2-BOOK DvP+1.18,0.5,,,,
2026-04-29,Luke Kennard,AST,2.5,OVER,4.524,2.0,-0.5,MISS,⚠SUSP-81% DvP+1.18,0.5,,,,
2026-04-29,Josh Okogie,REB,2.0,OVER,3.232,3.0,1.0,HIT,⚠SUSP-62%,0.5,,,,
2026-04-29,Deandre Ayton,AST,0.5,OVER,0.8520000000000001,0.0,-0.5,MISS,⚠SUSP-70% LOW-LINE 2-BOOK,0.5,,,,
2026-04-29,Rui Hachimura,AST,0.5,OVER,1.2040000000000002,0.0,-0.5,MISS,⚠SUSP-141% LOW-LINE 2-BOOK DvP+1.18,0.5,,,,
2026-04-29,Anthony Black,AST,2.5,UNDER,1.62,3.0,-0.5,MISS,DvP-0.85,0.894,,,,
2026-04-29,Scottie Barnes,PTS+AST,26.5,OVER,33.188,28.0,1.5,HIT,DvP+1.18,0.82,,,,
2026-04-29,Paolo Banchero,REB,7.5,OVER,9.700000000000001,9.0,1.5,HIT,DvP+1.18,0.798,,,,
2026-04-29,Desmond Bane,AST,3.5,UNDER,2.972,1.0,2.5,HIT,DvP-0.85,0.789,,,,
2026-04-29,Austin Reaves,PTS+AST,21.5,OVER,28.804000000000002,28.0,6.5,HIT,NO-PO ⚠PO-ROLE DvP+1.12 ★STRONG,0.755,,,,
2026-04-29,Wendell Carter Jr,REB,7.5,OVER,9.084000000000001,4.0,-3.5,MISS,,0.754,,,,
2026-04-29,James Harden,3PM,2.5,OVER,3.38,4.0,1.5,HIT,DvP+1.18,0.753,,,,
2026-04-29,Marcus Smart,PTS+AST,15.5,OVER,19.46,13.0,-2.5,MISS,DvP+1.12,0.729,,,,
2026-04-29,Luke Kennard,PTS+AST,15.5,OVER,19.636,3.0,-12.5,MISS,DvP+1.12,0.72,,,,
2026-04-29,Scottie Barnes,AST,6.5,OVER,8.964,11.0,4.5,HIT,DvP+1.18,0.715,,,,
2026-04-29,Jabari Smith Jr,3PM,2.5,OVER,3.116,4.0,1.5,HIT,,0.714,,,,
2026-04-29,Cade Cunningham,REB,5.5,OVER,6.9079999999999995,4.0,-1.5,MISS,DvP+1.18 BLW-2m,0.71,,,,
2026-04-29,Daniss Jenkins,REB,1.5,OVER,4.0520000000000005,0.0,-1.5,MISS,⚠SUSP-170% LOW-PO LOW-LINE 2-BOOK DvP+1.18 BLW-2m ★STRONG,0.689,,,,
2026-04-29,LeBron James,AST,8.5,OVER,10.435999999999998,7.0,-1.5,MISS,DvP+1.18,0.687,,,,
2026-04-29,Daniss Jenkins,REB+AST,2.5,OVER,10.156,2.0,-0.5,MISS,⚠SUSP-306% LOW-PO 1-BOOK DvP+1.18 BLW-2m ★STRONG,0.686,,,,
2026-04-29,Reed Sheppard,3PM,3.5,OVER,4.1160000000000005,2.0,-1.5,MISS,,0.684,,,,
2026-04-29,Jalen Suggs,3PM,2.5,OVER,3.028,2.0,-0.5,MISS,DvP+1.18,0.676,,,,
2026-04-29,Jarrett Allen,AST,1.5,UNDER,0.796,1.0,0.5,HIT,⚠SUSP-47% LOW-LINE 1-BOOK,0.675,,,,
2026-04-29,Rui Hachimura,PTS+AST,13.5,OVER,16.316,12.0,-1.5,MISS,,0.67,,,,
2026-04-29,Javonte Green,PRA,9.5,OVER,12.844000000000001,8.0,-1.5,MISS,DvP+1.16 ROT-RISK TREND↑ ★STRONG,0.668,,,,
2026-04-29,Collin Murray-Boyles,PTS+REB,18.5,OVER,22.195999999999998,13.0,-5.5,MISS,,0.668,,,,
2026-04-29,Amen Thompson,PTS+AST,24.5,OVER,27.404000000000003,19.0,-5.5,MISS,,0.667,,,,
2026-04-29,Dean Wade,REB,3.5,OVER,4.556,3.0,-0.5,MISS,,0.663,,,,
2026-04-29,Donovan Mitchell,3PM,2.5,OVER,2.94,3.0,0.5,HIT,DvP+1.18,0.653,,,,
2026-04-29,Sam Merrill,REB,1.5,OVER,1.764,1.0,-0.5,MISS,⚠BENCH LOW-LINE,0.639,,,,
2026-04-29,Jaxson Hayes,REB,3.5,OVER,4.204,1.0,-2.5,MISS,★STRONG,0.627,,,,
2026-04-29,Evan Mobley,PTS+AST,19.5,OVER,21.524,24.0,4.5,HIT,,0.614,,,,
2026-04-29,Caris LeVert,REB,1.5,OVER,2.028,3.0,1.5,HIT,LOW-PO LOW-LINE DvP+1.18 ROT-RISK ★STRONG,0.602,,,,
2026-04-29,Ausar Thompson,PTS+AST,13.5,UNDER,11.475999999999999,12.0,1.5,HIT,DvP-0.85 BLW-2m,0.596,,,,
2026-04-29,Max Strus,REB,4.5,OVER,5.028,4.0,-0.5,MISS,,0.593,,,,
2026-04-29,Jaylon Tyson,PTS+REB,9.5,OVER,15.924000000000001,9.0,-0.5,MISS,⚠SUSP-68% LOW-PO ★STRONG,0.589,,,,
2026-04-29,Jaylon Tyson,REB,2.5,OVER,4.436,1.0,-1.5,MISS,⚠SUSP-77% LOW-PO TREND↑,0.572,,,,
2026-04-29,Dorian Finney-Smith,REB,1.5,OVER,1.94,3.0,1.5,HIT,⚠BENCH LOW-PO LOW-LINE ★STRONG,0.56,,,,
2026-04-29,Paolo Banchero,AST,4.5,OVER,6.436,7.0,2.5,HIT,⚠SUSP-43% DvP+1.18,0.559,,,,
2026-04-29,Jaxson Hayes,PTS+REB,8.5,OVER,14.308,1.0,-7.5,MISS,⚠SUSP-68% LO-USG ★STRONG,0.557,,,,
2026-04-29,Marcus Smart,AST,4.5,OVER,6.787999999999999,2.0,-2.5,MISS,⚠SUSP-51% DvP+1.18,0.555,,,,
2026-04-29,Goga Bitadze,REB,3.5,OVER,5.612,1.0,-2.5,MISS,⚠SUSP-60% LOW-PO ROT-RISK TREND↑ ★STRONG,0.549,,,,
2026-04-29,Aaron Holiday,PRA,5.5,OVER,6.996,5.0,-0.5,MISS,⚠BENCH LOW-PO 1-BOOK ROT-RISK TREND↑ ★STRONG,0.535,,,,
2026-04-29,Sandro Mamukelashvili,PRA,11.5,OVER,18.011999999999997,13.0,1.5,HIT,⚠SUSP-57% ROAD-B2B 1-BOOK ROT-RISK ★STRONG,0.531,,,,
2026-04-29,Tristan da Silva,REB+AST,3.5,OVER,6.14,3.0,-0.5,MISS,⚠SUSP-75% LOW-PO 1-BOOK DvP+1.18,0.519,,,,
2026-04-29,Desmond Bane,REB,3.5,OVER,4.9079999999999995,5.0,1.5,HIT,⚠SUSP-40%,0.518,,,,
2026-04-29,Austin Reaves,REB,2.5,OVER,4.172000000000001,4.0,1.5,HIT,⚠SUSP-67% NO-PO ⚠PO-ROLE DvP-0.85 ★STRONG,0.516,,,,
2026-04-29,Ja'Kobe Walter,REB+AST,3.5,OVER,4.468,5.0,1.5,HIT,1-BOOK DvP-0.85,0.512,,,,
2026-04-29,Keon Ellis,PRA,2.5,OVER,10.332,,,MISS,⚠SUSP-313% NO-PO ⚠PO-ROLE 1-BOOK LO-USG ★STRONG,0.503,,,,
2026-04-29,Javonte Green,PTS+REB,8.5,OVER,12.196,7.0,-1.5,MISS,⚠SUSP-44% DvP+1.15 ROT-RISK TREND↑ ★STRONG,0.5,,,,
2026-04-29,Wendell Carter Jr,AST,1.5,OVER,2.116,4.0,2.5,HIT,⚠SUSP-41% LOW-LINE,0.5,,,,
2026-04-29,Jamison Battle,PRA,3.5,OVER,9.395999999999999,13.0,9.5,HIT,⚠SUSP-168% ⚠BENCH NO-PO ⚠PO-ROLE 1-BOOK ROT-RISK ★STRONG,0.5,,,,
2026-04-29,Dennis Schroder,PRA,7.5,OVER,10.315999999999999,21.0,13.5,HIT,⚠BENCH NO-PO ⚠PO-ROLE 1-BOOK ROT-RISK TREND↑ ★STRONG,0.5,,,,
2026-04-29,Collin Murray-Boyles,AST,1.5,OVER,2.2920000000000003,2.0,0.5,HIT,⚠SUSP-53% LOW-LINE 2-BOOK DvP+1.18,0.5,,,,
2026-04-29,Luke Kennard,AST,2.5,OVER,4.524,2.0,-0.5,MISS,⚠SUSP-81% DvP+1.18,0.5,,,,
2026-04-29,Josh Okogie,REB,2.0,OVER,3.232,3.0,1.0,HIT,⚠SUSP-62%,0.5,,,,
2026-04-29,Deandre Ayton,AST,0.5,OVER,0.8520000000000001,0.0,-0.5,MISS,⚠SUSP-70% LOW-LINE 2-BOOK,0.5,,,,
2026-04-29,Rui Hachimura,AST,0.5,OVER,1.2040000000000002,0.0,-0.5,MISS,⚠SUSP-141% LOW-LINE 2-BOOK DvP+1.18,0.5,,,,
2026-04-30,Mike Conley,AST,4.5,UNDER,2.8280000000000003,3.0,1.5,HIT,LOW-PO DvP+1.18 ROT-RISK,0.962,,,,
2026-04-30,Mikal Bridges,AST,2.5,UNDER,1.7080000000000002,3.0,-0.5,MISS,⚠MINS-VOL DvP-0.85 ★STRONG,0.883,0.3887,2.4,,
2026-04-30,OG Anunoby,REB,6.5,OVER,8.347999999999999,7.0,0.5,HIT,★STRONG,0.881,0.452,2.06,,
2026-04-30,Mitchell Robinson,AST,0.5,UNDER,0.41200000000000003,0.0,0.5,HIT,⚠BENCH LOW-PO LOW-LINE ROT-RISK TREND↓,0.857,0.6081,1.5405,,
2026-04-30,Christian Braun,AST,2.5,UNDER,1.972,0.0,2.5,HIT,,0.83,,,,
2026-04-30,Jayson Tatum,PRA,41.5,OVER,47.132,31.0,-10.5,MISS,DvP+1.18 ★STRONG,0.792,,,,
2026-04-30,Sam Hauser,REB,3.5,OVER,4.556,4.0,0.5,HIT,DvP+1.18 ★STRONG,0.76,,,,
2026-04-30,Kelly Oubre Jr,AST,1.5,UNDER,1.1480000000000001,1.0,0.5,HIT,LOW-LINE ★STRONG,0.751,,,,
2026-04-30,Bones Hyland,3PM,2.5,OVER,3.116,0.0,-2.5,MISS,DvP+1.18 TREND↑,0.739,0.3933,2.39,,
2026-04-30,Payton Pritchard,AST,3.5,OVER,4.732,5.0,1.5,HIT,★STRONG,0.71,0.3636,,,
2026-04-30,Neemias Queta,REB+AST,8.5,OVER,11.491999999999999,11.0,2.5,HIT,★STRONG,0.703,,,,
2026-04-30,Paul George,3PM,2.5,OVER,3.028,5.0,2.5,HIT,DvP-0.85,0.703,0.4736,1.9662,,
2026-04-30,Nickeil Alexander-Walker,3PM,3.5,OVER,3.94,1.0,-2.5,MISS,,0.7,,,,
2026-04-30,Karl-Anthony Towns,PTS+AST,22.5,OVER,25.052,22.0,-0.5,MISS,★STRONG,0.692,,,,
2026-04-30,Jaden McDaniels,PTS,18.5,UNDER,15.332,32.0,-13.5,MISS,★STRONG,0.688,0.5088,1.8403,,
2026-04-30,Derrick White,PTS,11.5,UNDER,8.948,11.0,0.5,HIT,DvP-0.85 ★STRONG,0.68,,,,
2026-04-30,Joel Embiid,3PM,1.5,OVER,1.94,1.0,-0.5,MISS,LOW-LINE TREND↑,0.678,,,,
2026-04-30,VJ Edgecombe,REB,5.5,OVER,6.9079999999999995,8.0,2.5,HIT,DvP+1.18,0.669,0.3839,2.45,,
2026-04-30,Andre Drummond,PRA,5.5,OVER,15.972,9.0,3.5,HIT,⚠SUSP-190% 1-BOOK,0.666,,,,
2026-04-30,Julius Randle,PTS,23.5,UNDER,19.98,18.0,5.5,HIT,,0.649,,,,
2026-04-30,Bruce Brown,REB,3.5,UNDER,2.972,1.0,2.5,HIT,DvP-0.85,0.649,,,,
2026-04-30,Cameron Johnson,REB,3.5,UNDER,2.972,8.0,-4.5,MISS,DvP-0.85 ★STRONG,0.642,,,,
2026-04-30,Rudy Gobert,PTS,9.5,UNDER,7.3,10.0,-0.5,MISS,LO-USG,0.642,,,,
2026-04-30,Nickeil Alexander-Walker,REB,3.5,UNDER,2.972,1.0,2.5,HIT,,0.64,,,,
2026-04-30,Jaden McDaniels,REB,4.5,OVER,5.732,10.0,5.5,HIT,,0.636,0.5419,1.7246,,
2026-04-30,Ayo Dosunmu,PTS+AST,23.0,OVER,26.08,,,MISS,DvP+1.18 ★STRONG,0.618,,,,
2026-04-30,Tim Hardaway Jr,REB,2.5,OVER,3.468,4.0,1.5,HIT,ROAD-B2B,0.614,,,,
2026-04-30,Bones Hyland,REB+AST,5.5,OVER,6.9079999999999995,3.0,-2.5,MISS,DvP+1.15 TREND↑,0.607,,,,
2026-04-30,Rudy Gobert,AST,1.5,OVER,1.94,8.0,6.5,HIT,LOW-LINE ★STRONG,0.603,0.4686,2.0,,
2026-04-30,Quentin Grimes,PTS+AST,9.5,OVER,12.316,4.0,-5.5,MISS,1-BOOK,0.592,,,,
2026-04-30,Jonathan Kuminga,PRA,18.0,OVER,20.376,16.0,-2.0,MISS,,0.58,,,,
2026-04-30,Spencer Jones,REB,3.5,OVER,4.204,2.0,-1.5,MISS,1-BOOK DvP-0.85,0.572,,,,
2026-04-30,Dyson Daniels,REB,6.5,OVER,7.292000000000001,0.0,-6.5,MISS,,0.561,,,,
2026-04-30,Miles McBride,PRA,11.0,OVER,12.584000000000001,4.0,-7.0,MISS,,0.546,0.5306,1.7692,,
2026-04-30,Jose Alvarado,PRA,7.5,OVER,16.564,6.0,-1.5,MISS,⚠SUSP-121% NO-PO ⚠PO-ROLE 1-BOOK TREND↑ ★STRONG,0.544,,,,
2026-04-30,Jalen Brunson,REB,2.5,OVER,2.764,2.0,-0.5,MISS,DvP+1.18,0.544,0.3859,2.42,,
2026-04-30,Miles McBride,REB,1.5,OVER,2.028,1.0,-0.5,MISS,LOW-LINE DvP+1.18,0.533,0.5153,1.8197,,
2026-04-30,Luka Garza,PRA,4.5,OVER,14.620000000000001,12.0,7.5,HIT,⚠SUSP-225% NO-PO ⚠PO-ROLE 1-BOOK TREND↑ ★STRONG,0.53,,,,
2026-04-30,Neemias Queta,PTS+AST,8.5,OVER,12.636,4.0,-4.5,MISS,⚠SUSP-49% TREND↑,0.515,,,,
2026-04-30,Jordan Walsh,PRA,4.5,OVER,9.692,11.0,6.5,HIT,⚠SUSP-115% NO-PO ⚠PO-ROLE 1-BOOK LO-USG TREND↑ ★STRONG,0.511,0.5446,1.7143,,
2026-04-30,Bruce Brown,AST,1.5,OVER,1.764,1.0,-0.5,MISS,LOW-LINE DvP-0.85,0.502,,,,
2026-04-30,Karl-Anthony Towns,AST,3.5,OVER,5.26,10.0,6.5,HIT,⚠SUSP-50% ★STRONG,0.5,0.5635,1.6579,,
2026-04-30,Corey Kispert,PRA,6.5,OVER,9.755999999999998,7.0,0.5,HIT,⚠SUSP-50% ⚠BENCH NO-PO ⚠PO-ROLE 1-BOOK ROT-RISK TREND↓ ★STRONG,0.5,0.5031,1.8696,,
2026-04-30,Mitchell Robinson,PTS,3.5,OVER,4.644,6.0,2.5,HIT,⚠BENCH LOW-PO LO-USG ROT-RISK TREND↑ ★STRONG,0.5,0.4424,2.13,,
2026-04-30,Jonathan Kuminga,PTS,11.5,OVER,13.964000000000002,11.0,-0.5,MISS,,0.5,0.5044,1.8368,,
2026-04-30,Gabe Vincent,3PM,0.5,OVER,0.8520000000000001,0.0,-0.5,MISS,⚠SUSP-70% LOW-PO LOW-LINE ROT-RISK,0.5,0.6324,1.4762,,
2026-04-30,Baylor Scheierman,PRA,5.5,OVER,13.684000000000001,9.0,3.5,HIT,⚠SUSP-149% NO-PO ⚠PO-ROLE 1-BOOK LO-USG ★STRONG,0.5,,,,
2026-04-30,Nikola Vucevic,REB,4.5,OVER,6.348,2.0,-2.5,MISS,⚠SUSP-41% ⚠MINS-VOL ROAD-B2B,0.5,,,,
2026-04-30,Ayo Dosunmu,3PM,1.5,OVER,2.2920000000000003,,,MISS,⚠SUSP-53% LOW-LINE DvP+1.18,0.5,,,,
2026-05-01,Max Strus,AST,2.5,UNDER,1.7080000000000002,3.0,-0.5,MISS,,0.891,0.3624,2.45,,
2026-05-01,Anthony Black,AST,2.5,UNDER,1.7080000000000002,1.0,1.5,HIT,⚠MINS-VOL DvP-0.85,0.855,,,,
2026-05-01,Cade Cunningham,REB,5.5,OVER,7.172000000000001,10.0,4.5,HIT,DvP+1.18,0.801,0.5396,1.7353,,
2026-05-01,Donovan Mitchell,3PM,2.5,OVER,3.2039999999999997,2.0,-0.5,MISS,DvP+1.18 ★STRONG,0.763,,,,
2026-05-01,Tobias Harris,REB,6.5,OVER,7.82,10.0,3.5,HIT,,0.762,,,,
2026-05-01,Ausar Thompson,REB,7.5,OVER,9.348,10.0,2.5,HIT,★STRONG,0.751,,,,
2026-05-01,Reed Sheppard,3PM,3.5,OVER,4.292000000000001,1.0,-2.5,MISS,DvP+1.18,0.751,0.4248,2.17,,
2026-05-01,Paolo Banchero,REB,8.5,OVER,9.908,10.0,1.5,HIT,DvP+1.14,0.742,,,,
2026-05-01,James Harden,3PM,2.5,OVER,3.7319999999999998,1.0,-1.5,MISS,⚠SUSP-49% DvP+1.18 ★STRONG,0.732,,,,
2026-05-01,Dean Wade,REB,3.5,OVER,4.292000000000001,5.0,1.5,HIT,,0.728,,,,
2026-05-01,Jalen Suggs,3PM,2.5,OVER,2.94,1.0,-1.5,MISS,DvP+1.13,0.726,,,,
2026-05-01,Sandro Mamukelashvili,REB,3.5,OVER,5.9639999999999995,4.0,0.5,HIT,⚠SUSP-70% ROT-RISK ★STRONG,0.715,,,,
2026-05-01,Scottie Barnes,AST,7.5,OVER,9.700000000000001,14.0,6.5,HIT,DvP+1.18,0.712,0.2821,3.1,,
2026-05-01,Desmond Bane,REB,4.5,OVER,5.204,3.0,-1.5,MISS,★STRONG,0.703,,,,
2026-05-01,LeBron James,AST,7.5,OVER,9.348,8.0,0.5,HIT,DvP+1.15,0.697,,,,
2026-05-01,Marcus Smart,PTS+AST,13.5,OVER,17.108,8.0,-5.5,MISS,★STRONG,0.693,,,,
2026-05-01,Austin Reaves,PTS,23.5,UNDER,19.451999999999998,15.0,8.5,HIT,LOW-PO,0.69,0.5205,1.8197,,
2026-05-01,Tristan da Silva,REB,2.5,OVER,3.38,6.0,3.5,HIT,LOW-PO DvP+1.14,0.685,,,,
2026-05-01,Rui Hachimura,3PM,1.5,OVER,1.94,5.0,3.5,HIT,LOW-LINE DvP-0.85 ★STRONG,0.683,,,,
2026-05-01,Caris LeVert,PRA,10.5,OVER,13.492,0.0,-10.5,MISS,DvP+1.14 ROT-RISK ★STRONG,0.68,,,,
2026-05-01,Daniss Jenkins,REB,1.5,OVER,4.404,1.0,-0.5,MISS,⚠SUSP-194% LOW-PO LOW-LINE 1-BOOK DvP+1.18 ★STRONG,0.678,,,,
2026-05-01,Jamal Shead,REB,2.5,UNDER,1.8840000000000001,1.0,1.5,HIT,DvP-0.85,0.678,,,,
2026-05-01,Marcus Smart,AST,2.5,OVER,5.843999999999999,1.0,-1.5,MISS,⚠SUSP-134% DvP+1.17 ★STRONG,0.673,,,,
2026-05-01,Daniss Jenkins,AST,2.5,OVER,6.196,3.0,0.5,HIT,⚠SUSP-148% LOW-PO 1-BOOK ★STRONG,0.672,,,,
2026-05-01,Luke Kennard,PTS+AST,10.5,OVER,13.932,6.0,-4.5,MISS,★STRONG,0.656,0.4933,1.8929,,
2026-05-01,Sam Merrill,AST,1.5,UNDER,1.236,1.0,0.5,HIT,LOW-LINE 1-BOOK,0.653,0.5762,1.6494,,
2026-05-01,Ja'Kobe Walter,PTS,10.5,UNDER,7.859999999999999,24.0,-13.5,MISS,DvP-0.85,0.652,,,,
2026-05-01,Tari Eason,REB,6.5,OVER,7.292000000000001,5.0,-1.5,MISS,⚠MINS-VOL,0.647,0.2929,3.0,,
2026-05-01,Collin Murray-Boyles,PTS+AST,14.5,OVER,16.348,19.0,4.5,HIT,DvP+1.18 ★STRONG,0.645,0.5045,1.8475,,
2026-05-01,Caris LeVert,REB,2.5,OVER,3.292,0.0,-2.5,MISS,1-BOOK DvP+1.18 ROT-RISK,0.634,,,,
2026-05-01,Max Strus,REB,3.5,OVER,5.084,5.0,1.5,HIT,⚠SUSP-45%,0.626,,,,
2026-05-01,Jaxson Hayes,REB,3.5,OVER,4.292000000000001,4.0,0.5,HIT,★STRONG,0.625,0.6045,1.5714,,
2026-05-01,Dorian Finney-Smith,REB,2.5,UNDER,1.972,0.0,2.5,HIT,⚠BENCH LOW-PO,0.618,0.4044,2.27,,
2026-05-01,Evan Mobley,AST,2.5,OVER,3.116,3.0,0.5,HIT,,0.57,,,,
2026-05-01,Goga Bitadze,REB,3.5,OVER,5.9639999999999995,4.0,0.5,HIT,⚠SUSP-70% LOW-PO ROT-RISK TREND↑ ★STRONG,0.567,0.5404,1.7519,,
2026-05-01,Josh Okogie,REB,2.5,OVER,3.116,4.0,1.5,HIT,DvP-0.85,0.561,,,,
2026-05-01,Jaylon Tyson,REB,2.5,OVER,4.348,4.0,1.5,HIT,⚠SUSP-74% LOW-PO TREND↑,0.545,,,,
2026-05-01,Luke Kennard,REB+AST,4.5,OVER,7.58,6.0,1.5,HIT,⚠SUSP-68% ★STRONG,0.528,0.5618,1.6849,,
2026-05-01,Dennis Schroder,AST,2.5,OVER,3.38,1.0,-1.5,MISS,LOW-PO 1-BOOK ROT-RISK TREND↑ ★STRONG,0.524,,,,
2026-05-01,Tristan da Silva,PRA,8.5,OVER,14.219999999999999,16.0,7.5,HIT,⚠SUSP-67% LOW-PO 2-BOOK DvP+1.16 ★STRONG,0.519,,,,
2026-05-01,Javonte Green,PRA,8.5,OVER,13.164,1.0,-7.5,MISS,⚠SUSP-55% 1-BOOK DvP+1.14 ROT-RISK TREND↑ ★STRONG,0.511,,,,
2026-05-01,Wendell Carter Jr,AST,1.5,OVER,2.4680000000000004,2.0,0.5,HIT,⚠SUSP-64% LOW-LINE ★STRONG,0.5,0.3725,2.45,,
2026-05-01,Jalen Duren,AST,1.5,OVER,2.3800000000000003,1.0,-0.5,MISS,⚠SUSP-59% LOW-LINE,0.5,0.5789,1.639,,
2026-05-01,Dean Wade,PTS,3.5,OVER,5.172000000000001,10.0,6.5,HIT,⚠SUSP-48% LO-USG ★STRONG,0.5,0.5227,1.813,,
2026-05-01,Collin Murray-Boyles,AST,1.5,OVER,2.3800000000000003,2.0,0.5,HIT,⚠SUSP-59% LOW-LINE DvP+1.18 ★STRONG,0.5,0.621,1.5435,,
2026-05-01,Jake LaRavia,PRA,5.5,OVER,11.044,12.0,6.5,HIT,⚠SUSP-101% ⚠BENCH LOW-PO 1-BOOK TREND↑,0.5,,,,
